25.0586096536	0.6804517125	47.8690870171
28.2512395652	17.5167574401	0.4813137683
28.2917573433	31.8819349895	32.0504600463
19.3360037300	3.4930205001	6.5017458310
44.8359588643	3.0789563229	36.4106575892
10.8370111274	37.6115570481	33.4866549360
13.8509182047	9.5970082349	3.7668856987
35.4130076353	48.4547312808	45.4236871862
11.0139412872	9.9529837321	25.2622352799
15.8298684006	20.2181729134	12.7583470852
1.2354531065	18.5241758191	21.2897561583
26.0562216604	1.2081157936	22.1714673747
6.4091552957	27.1795298647	14.1566296579
26.8740774241	33.1904251746	28.9330834117
28.3712906048	32.5788082423	25.2089499021
40.0046006744	33.7875167528	23.3153933220
49.8244226910	45.7756540010	12.7218193152
13.4131534138	40.6393954939	6.9573275773
7.6432076058	8.9336288147	24.2429036968
48.5007644959	6.1422006381	30.9970791759
35.3556243992	40.1285838199	17.5156126639
35.7186028422	0.2133641367	29.6553999698
36.4353376649	43.0210645463	46.2796020162
13.0960945666	17.8828654837	13.4744614847
34.9637249605	27.7428134804	18.5486715111
25.2522329031	21.3586661007	46.8163523919
35.5315128489	0.1205229410	19.9196834561
39.6503417643	40.1832167331	7.7629323284
48.8432111279	12.5388566115	14.0561281213
4.1458484420	5.6912397284	44.6138468122
33.1113315439	47.1492344363	47.9610017428
31.5863926729	15.4026814147	45.9083472145
42.7411297327	42.1989571996	8.8844014810
46.6414165675	35.6172245334	33.4221227241
17.4228290287	36.0818305560	27.3501537754
33.3816680750	2.4033382946	36.3431237523
42.0866583718	45.5338943491	7.5096791648
37.6022871241	1.3288112792	24.2113528010
37.1009156848	2.5166349220	36.3206693932
14.4926435523	34.0444616520	28.1886888214
6.7668299380	3.3268586700	3.4712264726
13.4640900635	27.1460708285	18.1970052640
22.6885737308	35.3376983967	31.1994066684
44.1079577318	18.8818480714	27.1203213561
18.6015456740	49.6745367553	16.4395311571
11.4123122704	34.5843747405	4.4734566782
23.6701786788	44.8686530664	0.3751691488
10.3412704287	27.4908195743	23.8222019837
42.4637811310	32.0111053940	48.7999144955
44.3431937585	3.0816259620	28.1438642788
38.9785929584	6.5611554856	25.6356345417
25.9139362797	30.0676405747	7.4787438657
7.6768573838	12.5320829499	25.3046385804
41.5755387601	28.0120104695	38.7113541775
20.5768410498	8.7588379120	30.0708608931
2.2475395871	9.8190388093	5.6480365820
34.5801659801	42.8578714459	43.1218011941
8.5855479589	33.8495935783	29.7835046529
16.5030033243	11.1593981481	36.1584596866
28.2682366082	24.5648982190	17.4014683436
25.8483240054	25.0449946830	32.2431727550
46.5560484729	1.6629272200	39.3220409920
16.9839740763	23.6851570142	13.0550983854
42.1171409766	28.6292901175	5.9659472071
42.0831330155	5.4150765384	37.0466545898
42.8687853916	24.1075475594	38.0111968489
11.8150328367	24.2366696987	8.2204562627
41.3833908140	26.6518658554	35.3123711243
5.5904802791	43.1688716730	16.5457071623
19.3942255881	13.5707987979	34.8383355035
22.2475893188	2.6767274799	8.5745060835
42.6094685377	13.1212795216	35.7770251654
39.3266501905	25.7248376504	41.5740203616
10.0425498402	31.0584647636	3.9341324706
28.9667079178	21.6576961440	12.5123322032
14.8024459421	29.9054706758	39.3932466513
48.3067016510	32.9203173935	44.8882991461
17.3931813152	38.1913942164	2.6367765931
35.7250634408	25.0992392325	41.8518683493
20.2978110300	26.8986556308	30.9853272579
37.9828276737	49.0713326711	35.4306561102
13.0234460806	11.9424065020	22.9289784300
25.8310862290	6.4973603110	23.7646112246
17.2728995649	5.2282016190	1.6774628547
8.5447499759	25.0773307733	12.0447597893
49.4206341683	39.8453987361	37.3408505843
17.1380890632	32.7929258180	38.8426429265
17.3023063292	0.7905956611	29.2976583699
13.0026542853	22.6521922883	4.2407201595
29.7967408461	6.7876312954	22.7414751591
30.0762663961	3.2603681423	16.3184502967
44.2951093211	16.0453178022	47.7906724713
9.9565581744	7.2279264584	39.4617008917
13.7748510808	25.6738628877	22.0579426673
10.8250083767	28.9916516736	16.4451265027
9.1680197321	3.1966811896	31.5673547760
31.3543506982	48.6575148560	45.1188003981
23.9517875278	7.6903430712	29.1179601647
24.9685106751	35.4780626855	16.7630092033
27.4041858936	36.7209256358	35.4753027475
32.6161830100	42.5426597114	16.8956838038
13.9323807332	37.2495491030	3.7324279839
41.3066596577	32.0525546350	4.9342592334
21.6444821263	38.0436702997	22.3315904298
43.5029657300	45.3145623808	11.5105487052
31.8093986765	29.7753119771	10.6770144197
43.4541066252	2.9188356317	22.2477798194
38.4741560026	38.3230563325	0.2076502515
45.3870671821	21.0225348725	10.8729481557
46.7484923323	32.3011820291	25.4907892439
27.6984616206	29.4209385162	34.7021569642
11.5777688017	5.7466529161	32.6307237694
49.5523831337	9.4418001578	15.9838169775
7.6666936395	43.9624639917	45.8287224365
30.8561078543	11.6152324094	13.5550931492
22.7048159151	43.7174316197	12.8750201379
19.6110486455	37.5162651143	34.9257702177
8.9394712967	3.1523962367	11.9257538767
12.7071019557	32.1980999401	37.1237063497
41.0264473421	15.7200734935	28.7215154404
40.5056972161	45.1092888833	17.0188377578
